event_idx,group,day,date,start_time,end_time,duration_sec,behavior,initiator_id,receiver_id,ended_by,pen_location,linked,camera_id,video_filename,video_path,event_offset_sec,video_id,_primary_label
520,1,4,2024-07-09,12:14:06,12:14:09,3,ear,5682,5681,receiver,front,True,7,N884A6_ch7_main_20240709120000_20240709123000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709120000_20240709123000.mp4,846.0,n884a6_ch7_main_20240709120000_20240709123000.mp4,unknown
521,1,4,2024-07-09,12:14:14,12:14:14,0,ear,5682,5681,initiator,front,True,7,N884A6_ch7_main_20240709120000_20240709123000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709120000_20240709123000.mp4,854.0,n884a6_ch7_main_20240709120000_20240709123000.mp4,unknown
522,1,4,2024-07-09,12:16:45,12:16:45,0,ear,5682,5681,initiator,front,True,7,N884A6_ch7_main_20240709120000_20240709123000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709120000_20240709123000.mp4,1005.0,n884a6_ch7_main_20240709120000_20240709123000.mp4,unknown
523,1,4,2024-07-09,12:17:38,12:17:42,4,tail,5681,5680,receiver,middle,True,7,N884A6_ch7_main_20240709120000_20240709123000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709120000_20240709123000.mp4,1058.0,n884a6_ch7_main_20240709120000_20240709123000.mp4,unknown
524,1,4,2024-07-09,12:17:38,12:17:42,4,tail,5681,5680,receiver,middle,True,7,N884A6_ch7_main_20240709120000_20240709123000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709120000_20240709123000.mp4,1058.0,n884a6_ch7_main_20240709120000_20240709123000.mp4,unknown
525,1,4,2024-07-09,12:17:54,12:17:58,4,tail,5681,5680,receiver,middle,True,7,N884A6_ch7_main_20240709120000_20240709123000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709120000_20240709123000.mp4,1074.0,n884a6_ch7_main_20240709120000_20240709123000.mp4,unknown
526,1,4,2024-07-09,12:17:54,12:17:57,3,tail,5681,5680,receiver,middle,True,7,N884A6_ch7_main_20240709120000_20240709123000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709120000_20240709123000.mp4,1074.0,n884a6_ch7_main_20240709120000_20240709123000.mp4,unknown
527,1,4,2024-07-09,12:18:01,12:18:03,2,tail,5681,5680,receiver,middle,True,7,N884A6_ch7_main_20240709120000_20240709123000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709120000_20240709123000.mp4,1081.0,n884a6_ch7_main_20240709120000_20240709123000.mp4,unknown
528,1,4,2024-07-09,12:18:01,12:18:03,2,tail,5681,5680,receiver,middle,True,7,N884A6_ch7_main_20240709120000_20240709123000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709120000_20240709123000.mp4,1081.0,n884a6_ch7_main_20240709120000_20240709123000.mp4,unknown
529,1,4,2024-07-09,12:18:07,12:18:07,0,tail,5681,5680,receiver,middle,True,7,N884A6_ch7_main_20240709120000_20240709123000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709120000_20240709123000.mp4,1087.0,n884a6_ch7_main_20240709120000_20240709123000.mp4,unknown
530,1,4,2024-07-09,12:18:07,12:18:07,0,tail,5681,5680,receiver,middle,True,7,N884A6_ch7_main_20240709120000_20240709123000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709120000_20240709123000.mp4,1087.0,n884a6_ch7_main_20240709120000_20240709123000.mp4,unknown
531,1,4,2024-07-09,12:20:24,12:20:29,5,tail,5681,5684,receiver,middle,True,7,N884A6_ch7_main_20240709120000_20240709123000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709120000_20240709123000.mp4,1224.0,n884a6_ch7_main_20240709120000_20240709123000.mp4,unknown
532,1,4,2024-07-09,12:20:24,12:20:25,1,tail,5681,5684,initiator,middle,True,7,N884A6_ch7_main_20240709120000_20240709123000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709120000_20240709123000.mp4,1224.0,n884a6_ch7_main_20240709120000_20240709123000.mp4,unknown
533,1,4,2024-07-09,12:20:28,12:20:29,1,tail,5681,5684,receiver,middle,True,7,N884A6_ch7_main_20240709120000_20240709123000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709120000_20240709123000.mp4,1228.0,n884a6_ch7_main_20240709120000_20240709123000.mp4,unknown
534,1,4,2024-07-09,12:21:37,12:21:38,1,tail,5681,5680,receiver,middle,True,7,N884A6_ch7_main_20240709120000_20240709123000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709120000_20240709123000.mp4,1297.0,n884a6_ch7_main_20240709120000_20240709123000.mp4,unknown
535,1,4,2024-07-09,12:21:37,12:21:37,0,tail,5681,5684,receiver,middle,True,7,N884A6_ch7_main_20240709120000_20240709123000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709120000_20240709123000.mp4,1297.0,n884a6_ch7_main_20240709120000_20240709123000.mp4,unknown
536,1,4,2024-07-09,12:26:16,12:26:18,2,ear,5682,5683,initiator,middle,True,7,N884A6_ch7_main_20240709120000_20240709123000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709120000_20240709123000.mp4,1576.0,n884a6_ch7_main_20240709120000_20240709123000.mp4,unknown
537,1,4,2024-07-09,12:26:17,12:26:18,1,ear,5682,5683,initiator,middle,True,7,N884A6_ch7_main_20240709120000_20240709123000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709120000_20240709123000.mp4,1577.0,n884a6_ch7_main_20240709120000_20240709123000.mp4,unknown
538,1,4,2024-07-09,12:26:48,12:26:51,3,ear,5681,5683,initiator,middle,True,7,N884A6_ch7_main_20240709120000_20240709123000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709120000_20240709123000.mp4,1608.0,n884a6_ch7_main_20240709120000_20240709123000.mp4,unknown
539,1,4,2024-07-09,12:26:48,12:26:51,3,ear,5681,5683,initiator,middle,True,7,N884A6_ch7_main_20240709120000_20240709123000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709120000_20240709123000.mp4,1608.0,n884a6_ch7_main_20240709120000_20240709123000.mp4,unknown
540,1,4,2024-07-09,12:29:54,12:30:00,6,ear,5684,5682,unknown,middle,True,7,N884A6_ch7_main_20240709120000_20240709123000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709120000_20240709123000.mp4,1794.0,n884a6_ch7_main_20240709120000_20240709123000.mp4,unknown
541,1,4,2024-07-09,12:30:00,12:30:06,6,ear,5684,5682,initiator,middle,True,7,N884A6_ch7_main_20240709120000_20240709123000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709120000_20240709123000.mp4,1800.0,n884a6_ch7_main_20240709120000_20240709123000.mp4,unknown
542,1,4,2024-07-09,12:30:11,12:30:24,13,ear,5684,5682,initiator,middle,True,7,N884A6_ch7_main_20240709120000_20240709123000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709120000_20240709123000.mp4,1811.0,n884a6_ch7_main_20240709120000_20240709123000.mp4,unknown
543,1,4,2024-07-09,12:30:25,12:30:27,2,ear,5684,5682,initiator,middle,True,7,N884A6_ch7_main_20240709120000_20240709123000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709120000_20240709123000.mp4,1825.0,n884a6_ch7_main_20240709120000_20240709123000.mp4,unknown
544,1,4,2024-07-09,12:30:52,12:31:17,25,ear,5684,5682,initiator,middle,True,7,N884A6_ch7_main_20240709120000_20240709123000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709120000_20240709123000.mp4,1852.0,n884a6_ch7_main_20240709120000_20240709123000.mp4,unknown
545,1,4,2024-07-09,12:31:50,12:31:56,6,tail,5681,5680,unknown,front,True,7,N884A6_ch7_main_20240709123000_20240709130000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709123000_20240709130000.mp4,110.0,n884a6_ch7_main_20240709123000_20240709130000.mp4,unknown
546,1,4,2024-07-09,12:34:08,12:34:09,1,tail,5684,5680,initiator,front,True,7,N884A6_ch7_main_20240709123000_20240709130000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709123000_20240709130000.mp4,248.0,n884a6_ch7_main_20240709123000_20240709130000.mp4,unknown
547,1,4,2024-07-09,12:36:27,12:36:27,0,tail,5681,5682,initiator,middle,True,7,N884A6_ch7_main_20240709123000_20240709130000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709123000_20240709130000.mp4,387.0,n884a6_ch7_main_20240709123000_20240709130000.mp4,unknown
548,1,4,2024-07-09,12:37:23,12:37:27,4,ear,5682,5681,receiver,middle,True,7,N884A6_ch7_main_20240709123000_20240709130000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709123000_20240709130000.mp4,443.0,n884a6_ch7_main_20240709123000_20240709130000.mp4,unknown
549,1,4,2024-07-09,12:43:30,12:43:35,5,ear,5684,5683,receiver,middle,True,7,N884A6_ch7_main_20240709123000_20240709130000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709123000_20240709130000.mp4,810.0,n884a6_ch7_main_20240709123000_20240709130000.mp4,unknown
550,1,4,2024-07-09,12:54:37,12:54:47,10,tail,5684,5683,receiver,front,True,7,N884A6_ch7_main_20240709123000_20240709130000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709123000_20240709130000.mp4,1477.0,n884a6_ch7_main_20240709123000_20240709130000.mp4,unknown
551,1,4,2024-07-09,13:09:21,13:09:27,6,tail,5681,5680,receiver,middle,True,7,N884A6_ch7_main_20240709130000_20240709133000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709130000_20240709133000.mp4,561.0,n884a6_ch7_main_20240709130000_20240709133000.mp4,unknown
552,1,4,2024-07-09,13:10:46,13:10:49,3,ear,5681,5682,receiver,middle,True,7,N884A6_ch7_main_20240709130000_20240709133000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709130000_20240709133000.mp4,646.0,n884a6_ch7_main_20240709130000_20240709133000.mp4,unknown
553,1,4,2024-07-09,13:10:53,13:10:56,3,ear,5681,5682,initiator,middle,True,7,N884A6_ch7_main_20240709130000_20240709133000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709130000_20240709133000.mp4,653.0,n884a6_ch7_main_20240709130000_20240709133000.mp4,unknown
554,1,4,2024-07-09,14:07:57,14:07:58,1,ear,5683,5684,receiver,middle,True,7,N884A6_ch7_main_20240709140000_20240709143000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709140000_20240709143000.mp4,477.0,n884a6_ch7_main_20240709140000_20240709143000.mp4,unknown
555,1,4,2024-07-09,14:09:40,14:09:42,2,ear,5680,5681,receiver,front,True,7,N884A6_ch7_main_20240709140000_20240709143000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709140000_20240709143000.mp4,580.0,n884a6_ch7_main_20240709140000_20240709143000.mp4,unknown
556,1,4,2024-07-09,14:14:49,14:14:56,7,ear,5684,5682,initiator,front,True,7,N884A6_ch7_main_20240709140000_20240709143000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709140000_20240709143000.mp4,889.0,n884a6_ch7_main_20240709140000_20240709143000.mp4,unknown
557,1,4,2024-07-09,14:17:08,14:17:29,21,ear,5682,5681,initiator,middle,True,7,N884A6_ch7_main_20240709140000_20240709143000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709140000_20240709143000.mp4,1028.0,n884a6_ch7_main_20240709140000_20240709143000.mp4,unknown
558,1,4,2024-07-09,14:17:10,14:17:18,8,ear,5684,5683,initiator,middle,True,7,N884A6_ch7_main_20240709140000_20240709143000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709140000_20240709143000.mp4,1030.0,n884a6_ch7_main_20240709140000_20240709143000.mp4,unknown
559,1,4,2024-07-09,14:17:35,14:17:46,11,ear,5682,5681,initiator,middle,True,7,N884A6_ch7_main_20240709140000_20240709143000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709140000_20240709143000.mp4,1055.0,n884a6_ch7_main_20240709140000_20240709143000.mp4,unknown
560,1,4,2024-07-09,14:17:58,14:18:04,6,ear,5682,5681,receiver,middle,True,7,N884A6_ch7_main_20240709140000_20240709143000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709140000_20240709143000.mp4,1078.0,n884a6_ch7_main_20240709140000_20240709143000.mp4,unknown
561,1,4,2024-07-09,14:17:59,14:18:02,3,ear,5681,5680,initiator,middle,True,7,N884A6_ch7_main_20240709140000_20240709143000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709140000_20240709143000.mp4,1079.0,n884a6_ch7_main_20240709140000_20240709143000.mp4,unknown
562,1,4,2024-07-09,14:18:08,14:18:31,23,ear,5682,5681,receiver,middle,True,7,N884A6_ch7_main_20240709140000_20240709143000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709140000_20240709143000.mp4,1088.0,n884a6_ch7_main_20240709140000_20240709143000.mp4,unknown
563,1,4,2024-07-09,14:18:09,14:18:14,5,ear,5681,5680,initiator,middle,True,7,N884A6_ch7_main_20240709140000_20240709143000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709140000_20240709143000.mp4,1089.0,n884a6_ch7_main_20240709140000_20240709143000.mp4,unknown
564,1,4,2024-07-09,14:18:33,14:18:34,1,ear,5682,5681,receiver,middle,True,7,N884A6_ch7_main_20240709140000_20240709143000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709140000_20240709143000.mp4,1113.0,n884a6_ch7_main_20240709140000_20240709143000.mp4,unknown
565,1,4,2024-07-09,14:18:34,14:18:59,25,ear,5682,5681,initiator,middle,True,7,N884A6_ch7_main_20240709140000_20240709143000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709140000_20240709143000.mp4,1114.0,n884a6_ch7_main_20240709140000_20240709143000.mp4,unknown
566,1,4,2024-07-09,14:18:46,14:18:58,12,ear,5681,5680,interrupted,middle,True,7,N884A6_ch7_main_20240709140000_20240709143000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709140000_20240709143000.mp4,1126.0,n884a6_ch7_main_20240709140000_20240709143000.mp4,unknown
567,1,4,2024-07-09,14:18:54,14:19:00,6,ear,5684,5683,receiver,middle,True,7,N884A6_ch7_main_20240709140000_20240709143000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709140000_20240709143000.mp4,1134.0,n884a6_ch7_main_20240709140000_20240709143000.mp4,unknown
568,1,4,2024-07-09,14:19:01,14:19:07,6,ear,5682,5681,initiator,middle,True,7,N884A6_ch7_main_20240709140000_20240709143000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709140000_20240709143000.mp4,1141.0,n884a6_ch7_main_20240709140000_20240709143000.mp4,unknown
569,1,4,2024-07-09,14:19:10,14:19:11,1,ear,5682,5681,receiver,middle,True,7,N884A6_ch7_main_20240709140000_20240709143000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709140000_20240709143000.mp4,1150.0,n884a6_ch7_main_20240709140000_20240709143000.mp4,unknown
570,1,4,2024-07-09,14:28:10,14:28:13,3,tail,5684,5683,initiator,middle,True,7,N884A6_ch7_main_20240709140000_20240709143000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709140000_20240709143000.mp4,1690.0,n884a6_ch7_main_20240709140000_20240709143000.mp4,unknown
571,1,4,2024-07-09,14:28:15,14:28:20,5,tail,5684,5683,initiator,middle,True,7,N884A6_ch7_main_20240709140000_20240709143000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709140000_20240709143000.mp4,1695.0,n884a6_ch7_main_20240709140000_20240709143000.mp4,unknown
572,1,4,2024-07-09,14:28:32,14:28:33,1,tail,5681,5684,receiver,middle,True,7,N884A6_ch7_main_20240709140000_20240709143000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709140000_20240709143000.mp4,1712.0,n884a6_ch7_main_20240709140000_20240709143000.mp4,unknown
573,1,4,2024-07-09,14:28:48,14:28:48,0,ear,5682,5681,receiver,middle,True,7,N884A6_ch7_main_20240709140000_20240709143000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709140000_20240709143000.mp4,1728.0,n884a6_ch7_main_20240709140000_20240709143000.mp4,unknown
574,1,4,2024-07-09,14:29:02,14:29:03,1,ear,5682,5681,receiver,middle,True,7,N884A6_ch7_main_20240709140000_20240709143000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709140000_20240709143000.mp4,1742.0,n884a6_ch7_main_20240709140000_20240709143000.mp4,unknown
575,1,4,2024-07-09,14:29:35,14:29:37,2,ear,5684,5683,initiator,back,True,7,N884A6_ch7_main_20240709140000_20240709143000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709140000_20240709143000.mp4,1775.0,n884a6_ch7_main_20240709140000_20240709143000.mp4,unknown
576,1,4,2024-07-09,14:29:42,14:29:46,4,ear,5684,5683,receiver,back,True,7,N884A6_ch7_main_20240709140000_20240709143000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709140000_20240709143000.mp4,1782.0,n884a6_ch7_main_20240709140000_20240709143000.mp4,unknown
577,1,4,2024-07-09,14:32:18,14:32:22,4,ear,5684,5683,initiator,middle,True,7,N884A6_ch7_main_20240709143000_20240709150000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709143000_20240709150000.mp4,138.0,n884a6_ch7_main_20240709143000_20240709150000.mp4,unknown
578,1,4,2024-07-09,14:32:23,14:32:24,1,ear,5684,5683,initiator,middle,True,7,N884A6_ch7_main_20240709143000_20240709150000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709143000_20240709150000.mp4,143.0,n884a6_ch7_main_20240709143000_20240709150000.mp4,unknown
579,1,4,2024-07-09,14:33:02,14:33:05,3,ear,5683,5684,receiver,middle,True,7,N884A6_ch7_main_20240709143000_20240709150000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709143000_20240709150000.mp4,182.0,n884a6_ch7_main_20240709143000_20240709150000.mp4,unknown
580,1,4,2024-07-09,14:33:05,14:33:06,1,tail,5681,5682,interrupted,front,True,7,N884A6_ch7_main_20240709143000_20240709150000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709143000_20240709150000.mp4,185.0,n884a6_ch7_main_20240709143000_20240709150000.mp4,unknown
581,1,4,2024-07-09,14:38:28,14:38:30,2,ear,5684,5682,initiator,middle,True,7,N884A6_ch7_main_20240709143000_20240709150000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709143000_20240709150000.mp4,508.0,n884a6_ch7_main_20240709143000_20240709150000.mp4,unknown
582,1,4,2024-07-09,14:53:16,14:53:20,4,ear,5684,5683,receiver,middle,True,7,N884A6_ch7_main_20240709143000_20240709150000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709143000_20240709150000.mp4,1396.0,n884a6_ch7_main_20240709143000_20240709150000.mp4,unknown
583,1,4,2024-07-09,15:15:21,15:15:22,1,ear,5683,5681,initiator,front,True,7,N884A6_ch7_main_20240709150000_20240709153000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709150000_20240709153000.mp4,921.0,n884a6_ch7_main_20240709150000_20240709153000.mp4,unknown
584,1,4,2024-07-09,15:18:55,15:18:58,3,ear,5683,5682,initiator,middle,True,7,N884A6_ch7_main_20240709150000_20240709153000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709150000_20240709153000.mp4,1135.0,n884a6_ch7_main_20240709150000_20240709153000.mp4,unknown
585,1,4,2024-07-09,15:28:30,15:28:34,4,tail,5683,5681,initiator,front,True,7,N884A6_ch7_main_20240709150000_20240709153000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709150000_20240709153000.mp4,1710.0,n884a6_ch7_main_20240709150000_20240709153000.mp4,unknown
586,1,4,2024-07-09,15:28:31,15:28:31,0,ear,5682,5681,initiator,front,True,7,N884A6_ch7_main_20240709150000_20240709153000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709150000_20240709153000.mp4,1711.0,n884a6_ch7_main_20240709150000_20240709153000.mp4,unknown
587,1,4,2024-07-09,15:28:42,15:28:43,1,ear,5682,5681,initiator,front,True,7,N884A6_ch7_main_20240709150000_20240709153000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709150000_20240709153000.mp4,1722.0,n884a6_ch7_main_20240709150000_20240709153000.mp4,unknown
588,1,4,2024-07-09,15:28:54,15:29:02,8,ear,5682,5681,initiator,front,True,7,N884A6_ch7_main_20240709150000_20240709153000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709150000_20240709153000.mp4,1734.0,n884a6_ch7_main_20240709150000_20240709153000.mp4,unknown
589,1,4,2024-07-09,15:30:24,15:30:38,14,ear,5684,5680,receiver,middle,True,7,N884A6_ch7_main_20240709150000_20240709153000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709150000_20240709153000.mp4,1824.0,n884a6_ch7_main_20240709150000_20240709153000.mp4,unknown
590,1,4,2024-07-09,15:30:43,15:30:50,7,ear,5684,5680,initiator,middle,True,7,N884A6_ch7_main_20240709150000_20240709153000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709150000_20240709153000.mp4,1843.0,n884a6_ch7_main_20240709150000_20240709153000.mp4,unknown
591,1,4,2024-07-09,15:33:50,15:33:53,3,ear,5682,5681,initiator,front,True,7,N884A6_ch7_main_20240709153000_20240709160000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709153000_20240709160000.mp4,230.0,n884a6_ch7_main_20240709153000_20240709160000.mp4,unknown
592,1,4,2024-07-09,15:33:59,15:34:05,6,ear,5682,5681,initiator,front,True,7,N884A6_ch7_main_20240709153000_20240709160000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709153000_20240709160000.mp4,239.0,n884a6_ch7_main_20240709153000_20240709160000.mp4,unknown
593,1,4,2024-07-09,15:34:23,15:34:28,5,ear,5682,5681,receiver,front,True,7,N884A6_ch7_main_20240709153000_20240709160000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709153000_20240709160000.mp4,263.0,n884a6_ch7_main_20240709153000_20240709160000.mp4,unknown
594,1,4,2024-07-09,15:40:12,15:40:14,2,tail,5683,5680,initiator,front,True,7,N884A6_ch7_main_20240709153000_20240709160000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709153000_20240709160000.mp4,612.0,n884a6_ch7_main_20240709153000_20240709160000.mp4,unknown
595,1,4,2024-07-09,15:40:58,15:40:58,0,ear,5683,5684,receiver,middle,True,7,N884A6_ch7_main_20240709153000_20240709160000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709153000_20240709160000.mp4,658.0,n884a6_ch7_main_20240709153000_20240709160000.mp4,unknown
596,1,4,2024-07-09,15:41:05,15:41:09,4,tail,5680,5681,receiver,front,True,7,N884A6_ch7_main_20240709153000_20240709160000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709153000_20240709160000.mp4,665.0,n884a6_ch7_main_20240709153000_20240709160000.mp4,unknown
597,1,4,2024-07-09,15:45:09,15:45:14,5,ear,5683,5682,initiator,middle,True,7,N884A6_ch7_main_20240709153000_20240709160000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709153000_20240709160000.mp4,909.0,n884a6_ch7_main_20240709153000_20240709160000.mp4,unknown
598,1,4,2024-07-09,15:45:33,15:45:37,4,ear,5683,5682,initiator,middle,True,7,N884A6_ch7_main_20240709153000_20240709160000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709153000_20240709160000.mp4,933.0,n884a6_ch7_main_20240709153000_20240709160000.mp4,unknown
599,1,4,2024-07-09,15:45:42,15:45:43,1,ear,5683,5682,initiator,middle,True,7,N884A6_ch7_main_20240709153000_20240709160000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709153000_20240709160000.mp4,942.0,n884a6_ch7_main_20240709153000_20240709160000.mp4,unknown
600,1,4,2024-07-09,15:45:48,15:45:50,2,ear,5683,5682,initiator,middle,True,7,N884A6_ch7_main_20240709153000_20240709160000.mp4,E:/Downey cross-sucking videos 2024/Group 1 Day 4/Cam 7/N884A6_ch7_main_20240709153000_20240709160000.mp4,948.0,n884a6_ch7_main_20240709153000_20240709160000.mp4,unknown
