event_idx,group,day,date,start_time,end_time,duration_sec,behavior,initiator_id,receiver_id,ended_by,pen_location,linked,camera_id,video_filename,video_path,event_offset_sec,video_id,_primary_label,calc_offset_sec,duration_sec_fixed,duration_was_fixed,verify_ok,verify_reason
491,1,4,2024-07-09,11:49:47,11:49:49,2,ear,5681,5680,initiator,front,True,7,N884A6_ch7_main_20240709113000_20240709120000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709113000_20240709120000.mp4,1187.0,n884a6_ch7_main_20240709113000_20240709120000.mp4,unknown,1187.0,2.0,False,True,ok
492,1,4,2024-07-09,11:49:53,11:49:56,3,ear,5681,5680,initiator,front,True,7,N884A6_ch7_main_20240709113000_20240709120000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709113000_20240709120000.mp4,1193.0,n884a6_ch7_main_20240709113000_20240709120000.mp4,unknown,1193.0,3.0,False,True,ok
493,1,4,2024-07-09,11:52:37,11:52:38,1,tail,5683,5684,initiator,front,True,7,N884A6_ch7_main_20240709113000_20240709120000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709113000_20240709120000.mp4,1357.0,n884a6_ch7_main_20240709113000_20240709120000.mp4,unknown,1357.0,1.0,False,True,ok
494,1,4,2024-07-09,11:57:18,11:57:22,4,ear,5684,5683,initiator,middle,True,7,N884A6_ch7_main_20240709113000_20240709120000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709113000_20240709120000.mp4,1638.0,n884a6_ch7_main_20240709113000_20240709120000.mp4,unknown,1638.0,4.0,False,True,ok
495,1,4,2024-07-09,11:57:29,11:57:31,2,ear,5684,5683,receiver,middle,True,7,N884A6_ch7_main_20240709113000_20240709120000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709113000_20240709120000.mp4,1649.0,n884a6_ch7_main_20240709113000_20240709120000.mp4,unknown,1649.0,2.0,False,True,ok
496,1,4,2024-07-09,11:57:51,11:57:52,1,ear,5682,5681,receiver,middle,True,7,N884A6_ch7_main_20240709113000_20240709120000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709113000_20240709120000.mp4,1671.0,n884a6_ch7_main_20240709113000_20240709120000.mp4,unknown,1671.0,1.0,False,True,ok
497,1,4,2024-07-09,11:57:57,11:57:59,2,ear,5682,5681,receiver,middle,True,7,N884A6_ch7_main_20240709113000_20240709120000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709113000_20240709120000.mp4,1677.0,n884a6_ch7_main_20240709113000_20240709120000.mp4,unknown,1677.0,2.0,False,True,ok
498,1,4,2024-07-09,12:00:45,12:00:46,1,ear,5682,5680,initiator,front,True,7,N884A6_ch7_main_20240709120000_20240709123000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709120000_20240709123000.mp4,45.0,n884a6_ch7_main_20240709120000_20240709123000.mp4,unknown,45.0,1.0,False,True,ok
499,1,4,2024-07-09,12:00:45,12:00:45,0,ear,5682,5680,initiator,middle,True,7,N884A6_ch7_main_20240709120000_20240709123000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709120000_20240709123000.mp4,45.0,n884a6_ch7_main_20240709120000_20240709123000.mp4,unknown,45.0,1.0,True,True,ok
500,1,4,2024-07-09,12:02:11,12:02:26,15,ear,5682,5681,initiator,front,True,7,N884A6_ch7_main_20240709120000_20240709123000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709120000_20240709123000.mp4,131.0,n884a6_ch7_main_20240709120000_20240709123000.mp4,unknown,131.0,15.0,False,True,ok
501,1,4,2024-07-09,12:02:14,12:02:26,12,ear,5682,5681,initiator,front,True,7,N884A6_ch7_main_20240709120000_20240709123000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709120000_20240709123000.mp4,134.0,n884a6_ch7_main_20240709120000_20240709123000.mp4,unknown,134.0,12.0,False,True,ok
502,1,4,2024-07-09,12:02:56,12:02:58,2,ear,5682,5681,receiver,front,True,7,N884A6_ch7_main_20240709120000_20240709123000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709120000_20240709123000.mp4,176.0,n884a6_ch7_main_20240709120000_20240709123000.mp4,unknown,176.0,2.0,False,True,ok
503,1,4,2024-07-09,12:02:56,12:02:58,2,ear,5682,5681,receiver,front,True,7,N884A6_ch7_main_20240709120000_20240709123000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709120000_20240709123000.mp4,176.0,n884a6_ch7_main_20240709120000_20240709123000.mp4,unknown,176.0,2.0,False,True,ok
504,1,4,2024-07-09,12:03:01,12:03:08,7,ear,5682,5681,receiver,front,True,7,N884A6_ch7_main_20240709120000_20240709123000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709120000_20240709123000.mp4,181.0,n884a6_ch7_main_20240709120000_20240709123000.mp4,unknown,181.0,7.0,False,True,ok
505,1,4,2024-07-09,12:03:01,12:03:08,7,ear,5682,5681,receiver,front,True,7,N884A6_ch7_main_20240709120000_20240709123000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709120000_20240709123000.mp4,181.0,n884a6_ch7_main_20240709120000_20240709123000.mp4,unknown,181.0,7.0,False,True,ok
506,1,4,2024-07-09,12:07:43,12:07:45,2,tail,5682,5680,receiver,middle,True,7,N884A6_ch7_main_20240709120000_20240709123000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709120000_20240709123000.mp4,463.0,n884a6_ch7_main_20240709120000_20240709123000.mp4,unknown,463.0,2.0,False,True,ok
507,1,4,2024-07-09,12:07:43,12:07:44,1,tail,5682,5680,receiver,middle,True,7,N884A6_ch7_main_20240709120000_20240709123000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709120000_20240709123000.mp4,463.0,n884a6_ch7_main_20240709120000_20240709123000.mp4,unknown,463.0,1.0,False,True,ok
508,1,4,2024-07-09,12:10:45,12:10:52,7,tail,5681,5680,initiator,front,True,7,N884A6_ch7_main_20240709120000_20240709123000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709120000_20240709123000.mp4,645.0,n884a6_ch7_main_20240709120000_20240709123000.mp4,unknown,645.0,7.0,False,True,ok
509,1,4,2024-07-09,12:10:56,12:10:58,2,tail,5681,5680,interrupted,front,True,7,N884A6_ch7_main_20240709120000_20240709123000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709120000_20240709123000.mp4,656.0,n884a6_ch7_main_20240709120000_20240709123000.mp4,unknown,656.0,2.0,False,True,ok
510,1,4,2024-07-09,12:10:57,12:10:58,1,tail,5681,5680,interrupted,front,True,7,N884A6_ch7_main_20240709120000_20240709123000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709120000_20240709123000.mp4,657.0,n884a6_ch7_main_20240709120000_20240709123000.mp4,unknown,657.0,1.0,False,True,ok
511,1,4,2024-07-09,12:11:24,12:11:26,2,ear,5681,5682,receiver,front,True,7,N884A6_ch7_main_20240709120000_20240709123000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709120000_20240709123000.mp4,684.0,n884a6_ch7_main_20240709120000_20240709123000.mp4,unknown,684.0,2.0,False,True,ok
512,1,4,2024-07-09,12:11:25,12:11:26,1,ear,5681,5682,receiver,front,True,7,N884A6_ch7_main_20240709120000_20240709123000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709120000_20240709123000.mp4,685.0,n884a6_ch7_main_20240709120000_20240709123000.mp4,unknown,685.0,1.0,False,True,ok
513,1,4,2024-07-09,12:12:47,12:12:48,1,tail,5681,5682,receiver,middle,True,7,N884A6_ch7_main_20240709120000_20240709123000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709120000_20240709123000.mp4,767.0,n884a6_ch7_main_20240709120000_20240709123000.mp4,unknown,767.0,1.0,False,True,ok
514,1,4,2024-07-09,12:12:47,12:12:48,1,tail,5681,5682,receiver,middle,True,7,N884A6_ch7_main_20240709120000_20240709123000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709120000_20240709123000.mp4,767.0,n884a6_ch7_main_20240709120000_20240709123000.mp4,unknown,767.0,1.0,False,True,ok
515,1,4,2024-07-09,12:13:05,12:13:11,6,ear,5682,5681,initiator,front,True,7,N884A6_ch7_main_20240709120000_20240709123000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709120000_20240709123000.mp4,785.0,n884a6_ch7_main_20240709120000_20240709123000.mp4,unknown,785.0,6.0,False,True,ok
516,1,4,2024-07-09,12:13:05,12:13:11,6,ear,5682,5681,initiator,front,True,7,N884A6_ch7_main_20240709120000_20240709123000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709120000_20240709123000.mp4,785.0,n884a6_ch7_main_20240709120000_20240709123000.mp4,unknown,785.0,6.0,False,True,ok
517,1,4,2024-07-09,12:13:14,12:13:18,4,ear,5682,5681,initiator,front,True,7,N884A6_ch7_main_20240709120000_20240709123000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709120000_20240709123000.mp4,794.0,n884a6_ch7_main_20240709120000_20240709123000.mp4,unknown,794.0,4.0,False,True,ok
518,1,4,2024-07-09,12:13:30,12:13:38,8,ear,5682,5681,initiator,front,True,7,N884A6_ch7_main_20240709120000_20240709123000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709120000_20240709123000.mp4,810.0,n884a6_ch7_main_20240709120000_20240709123000.mp4,unknown,810.0,8.0,False,True,ok
519,1,4,2024-07-09,12:13:31,12:13:41,10,ear,5682,5681,receiver,front,True,7,N884A6_ch7_main_20240709120000_20240709123000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709120000_20240709123000.mp4,811.0,n884a6_ch7_main_20240709120000_20240709123000.mp4,unknown,811.0,10.0,False,True,ok
520,1,4,2024-07-09,12:14:06,12:14:09,3,ear,5682,5681,receiver,front,True,7,N884A6_ch7_main_20240709120000_20240709123000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709120000_20240709123000.mp4,846.0,n884a6_ch7_main_20240709120000_20240709123000.mp4,unknown,846.0,3.0,False,True,ok
521,1,4,2024-07-09,12:14:14,12:14:14,0,ear,5682,5681,initiator,front,True,7,N884A6_ch7_main_20240709120000_20240709123000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709120000_20240709123000.mp4,854.0,n884a6_ch7_main_20240709120000_20240709123000.mp4,unknown,854.0,1.0,True,True,ok
522,1,4,2024-07-09,12:16:45,12:16:45,0,ear,5682,5681,initiator,front,True,7,N884A6_ch7_main_20240709120000_20240709123000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709120000_20240709123000.mp4,1005.0,n884a6_ch7_main_20240709120000_20240709123000.mp4,unknown,1005.0,1.0,True,True,ok
523,1,4,2024-07-09,12:17:38,12:17:42,4,tail,5681,5680,receiver,middle,True,7,N884A6_ch7_main_20240709120000_20240709123000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709120000_20240709123000.mp4,1058.0,n884a6_ch7_main_20240709120000_20240709123000.mp4,unknown,1058.0,4.0,False,True,ok
524,1,4,2024-07-09,12:17:38,12:17:42,4,tail,5681,5680,receiver,middle,True,7,N884A6_ch7_main_20240709120000_20240709123000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709120000_20240709123000.mp4,1058.0,n884a6_ch7_main_20240709120000_20240709123000.mp4,unknown,1058.0,4.0,False,True,ok
525,1,4,2024-07-09,12:17:54,12:17:58,4,tail,5681,5680,receiver,middle,True,7,N884A6_ch7_main_20240709120000_20240709123000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709120000_20240709123000.mp4,1074.0,n884a6_ch7_main_20240709120000_20240709123000.mp4,unknown,1074.0,4.0,False,True,ok
526,1,4,2024-07-09,12:17:54,12:17:57,3,tail,5681,5680,receiver,middle,True,7,N884A6_ch7_main_20240709120000_20240709123000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709120000_20240709123000.mp4,1074.0,n884a6_ch7_main_20240709120000_20240709123000.mp4,unknown,1074.0,3.0,False,True,ok
527,1,4,2024-07-09,12:18:01,12:18:03,2,tail,5681,5680,receiver,middle,True,7,N884A6_ch7_main_20240709120000_20240709123000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709120000_20240709123000.mp4,1081.0,n884a6_ch7_main_20240709120000_20240709123000.mp4,unknown,1081.0,2.0,False,True,ok
528,1,4,2024-07-09,12:18:01,12:18:03,2,tail,5681,5680,receiver,middle,True,7,N884A6_ch7_main_20240709120000_20240709123000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709120000_20240709123000.mp4,1081.0,n884a6_ch7_main_20240709120000_20240709123000.mp4,unknown,1081.0,2.0,False,True,ok
529,1,4,2024-07-09,12:18:07,12:18:07,0,tail,5681,5680,receiver,middle,True,7,N884A6_ch7_main_20240709120000_20240709123000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709120000_20240709123000.mp4,1087.0,n884a6_ch7_main_20240709120000_20240709123000.mp4,unknown,1087.0,1.0,True,True,ok
530,1,4,2024-07-09,12:18:07,12:18:07,0,tail,5681,5680,receiver,middle,True,7,N884A6_ch7_main_20240709120000_20240709123000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709120000_20240709123000.mp4,1087.0,n884a6_ch7_main_20240709120000_20240709123000.mp4,unknown,1087.0,1.0,True,True,ok
531,1,4,2024-07-09,12:20:24,12:20:29,5,tail,5681,5684,receiver,middle,True,7,N884A6_ch7_main_20240709120000_20240709123000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709120000_20240709123000.mp4,1224.0,n884a6_ch7_main_20240709120000_20240709123000.mp4,unknown,1224.0,5.0,False,True,ok
532,1,4,2024-07-09,12:20:24,12:20:25,1,tail,5681,5684,initiator,middle,True,7,N884A6_ch7_main_20240709120000_20240709123000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709120000_20240709123000.mp4,1224.0,n884a6_ch7_main_20240709120000_20240709123000.mp4,unknown,1224.0,1.0,False,True,ok
533,1,4,2024-07-09,12:20:28,12:20:29,1,tail,5681,5684,receiver,middle,True,7,N884A6_ch7_main_20240709120000_20240709123000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709120000_20240709123000.mp4,1228.0,n884a6_ch7_main_20240709120000_20240709123000.mp4,unknown,1228.0,1.0,False,True,ok
534,1,4,2024-07-09,12:21:37,12:21:38,1,tail,5681,5680,receiver,middle,True,7,N884A6_ch7_main_20240709120000_20240709123000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709120000_20240709123000.mp4,1297.0,n884a6_ch7_main_20240709120000_20240709123000.mp4,unknown,1297.0,1.0,False,True,ok
535,1,4,2024-07-09,12:21:37,12:21:37,0,tail,5681,5684,receiver,middle,True,7,N884A6_ch7_main_20240709120000_20240709123000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709120000_20240709123000.mp4,1297.0,n884a6_ch7_main_20240709120000_20240709123000.mp4,unknown,1297.0,1.0,True,True,ok
536,1,4,2024-07-09,12:26:16,12:26:18,2,ear,5682,5683,initiator,middle,True,7,N884A6_ch7_main_20240709120000_20240709123000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709120000_20240709123000.mp4,1576.0,n884a6_ch7_main_20240709120000_20240709123000.mp4,unknown,1576.0,2.0,False,True,ok
537,1,4,2024-07-09,12:26:17,12:26:18,1,ear,5682,5683,initiator,middle,True,7,N884A6_ch7_main_20240709120000_20240709123000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709120000_20240709123000.mp4,1577.0,n884a6_ch7_main_20240709120000_20240709123000.mp4,unknown,1577.0,1.0,False,True,ok
538,1,4,2024-07-09,12:26:48,12:26:51,3,ear,5681,5683,initiator,middle,True,7,N884A6_ch7_main_20240709120000_20240709123000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709120000_20240709123000.mp4,1608.0,n884a6_ch7_main_20240709120000_20240709123000.mp4,unknown,1608.0,3.0,False,True,ok
539,1,4,2024-07-09,12:26:48,12:26:51,3,ear,5681,5683,initiator,middle,True,7,N884A6_ch7_main_20240709120000_20240709123000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709120000_20240709123000.mp4,1608.0,n884a6_ch7_main_20240709120000_20240709123000.mp4,unknown,1608.0,3.0,False,True,ok
540,1,4,2024-07-09,12:29:54,12:30:00,6,ear,5684,5682,unknown,middle,True,7,N884A6_ch7_main_20240709120000_20240709123000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709120000_20240709123000.mp4,1794.0,n884a6_ch7_main_20240709120000_20240709123000.mp4,unknown,1794.0,6.0,False,True,ok
541,1,4,2024-07-09,12:30:00,12:30:06,6,ear,5684,5682,initiator,middle,True,7,N884A6_ch7_main_20240709123000_20240709130000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709123000_20240709130000.mp4,0.0,n884a6_ch7_main_20240709123000_20240709130000.mp4,unknown,0.0,6.0,False,True,ok
542,1,4,2024-07-09,12:30:11,12:30:24,13,ear,5684,5682,initiator,middle,True,7,N884A6_ch7_main_20240709123000_20240709130000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709123000_20240709130000.mp4,11.0,n884a6_ch7_main_20240709123000_20240709130000.mp4,unknown,11.0,13.0,False,True,ok
543,1,4,2024-07-09,12:30:25,12:30:27,2,ear,5684,5682,initiator,middle,True,7,N884A6_ch7_main_20240709123000_20240709130000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709123000_20240709130000.mp4,25.0,n884a6_ch7_main_20240709123000_20240709130000.mp4,unknown,25.0,2.0,False,True,ok
544,1,4,2024-07-09,12:30:52,12:31:17,25,ear,5684,5682,initiator,middle,True,7,N884A6_ch7_main_20240709123000_20240709130000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709123000_20240709130000.mp4,52.0,n884a6_ch7_main_20240709123000_20240709130000.mp4,unknown,52.0,25.0,False,True,ok
545,1,4,2024-07-09,12:31:50,12:31:56,6,tail,5681,5680,unknown,front,True,7,N884A6_ch7_main_20240709123000_20240709130000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709123000_20240709130000.mp4,110.0,n884a6_ch7_main_20240709123000_20240709130000.mp4,unknown,110.0,6.0,False,True,ok
546,1,4,2024-07-09,12:34:08,12:34:09,1,tail,5684,5680,initiator,front,True,7,N884A6_ch7_main_20240709123000_20240709130000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709123000_20240709130000.mp4,248.0,n884a6_ch7_main_20240709123000_20240709130000.mp4,unknown,248.0,1.0,False,True,ok
547,1,4,2024-07-09,12:36:27,12:36:27,0,tail,5681,5682,initiator,middle,True,7,N884A6_ch7_main_20240709123000_20240709130000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709123000_20240709130000.mp4,387.0,n884a6_ch7_main_20240709123000_20240709130000.mp4,unknown,387.0,1.0,True,True,ok
548,1,4,2024-07-09,12:37:23,12:37:27,4,ear,5682,5681,receiver,middle,True,7,N884A6_ch7_main_20240709123000_20240709130000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709123000_20240709130000.mp4,443.0,n884a6_ch7_main_20240709123000_20240709130000.mp4,unknown,443.0,4.0,False,True,ok
549,1,4,2024-07-09,12:43:30,12:43:35,5,ear,5684,5683,receiver,middle,True,7,N884A6_ch7_main_20240709123000_20240709130000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709123000_20240709130000.mp4,810.0,n884a6_ch7_main_20240709123000_20240709130000.mp4,unknown,810.0,5.0,False,True,ok
550,1,4,2024-07-09,12:54:37,12:54:47,10,tail,5684,5683,receiver,front,True,7,N884A6_ch7_main_20240709123000_20240709130000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709123000_20240709130000.mp4,1477.0,n884a6_ch7_main_20240709123000_20240709130000.mp4,unknown,1477.0,10.0,False,True,ok
551,1,4,2024-07-09,13:09:21,13:09:27,6,tail,5681,5680,receiver,middle,True,7,N884A6_ch7_main_20240709130000_20240709133000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709130000_20240709133000.mp4,561.0,n884a6_ch7_main_20240709130000_20240709133000.mp4,unknown,561.0,6.0,False,True,ok
552,1,4,2024-07-09,13:10:46,13:10:49,3,ear,5681,5682,receiver,middle,True,7,N884A6_ch7_main_20240709130000_20240709133000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709130000_20240709133000.mp4,646.0,n884a6_ch7_main_20240709130000_20240709133000.mp4,unknown,646.0,3.0,False,True,ok
553,1,4,2024-07-09,13:10:53,13:10:56,3,ear,5681,5682,initiator,middle,True,7,N884A6_ch7_main_20240709130000_20240709133000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709130000_20240709133000.mp4,653.0,n884a6_ch7_main_20240709130000_20240709133000.mp4,unknown,653.0,3.0,False,True,ok
554,1,4,2024-07-09,14:07:57,14:07:58,1,ear,5683,5684,receiver,middle,True,7,N884A6_ch7_main_20240709140000_20240709143000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709140000_20240709143000.mp4,477.0,n884a6_ch7_main_20240709140000_20240709143000.mp4,unknown,477.0,1.0,False,True,ok
555,1,4,2024-07-09,14:09:40,14:09:42,2,ear,5680,5681,receiver,front,True,7,N884A6_ch7_main_20240709140000_20240709143000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709140000_20240709143000.mp4,580.0,n884a6_ch7_main_20240709140000_20240709143000.mp4,unknown,580.0,2.0,False,True,ok
556,1,4,2024-07-09,14:14:49,14:14:56,7,ear,5684,5682,initiator,front,True,7,N884A6_ch7_main_20240709140000_20240709143000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709140000_20240709143000.mp4,889.0,n884a6_ch7_main_20240709140000_20240709143000.mp4,unknown,889.0,7.0,False,True,ok
557,1,4,2024-07-09,14:17:08,14:17:29,21,ear,5682,5681,initiator,middle,True,7,N884A6_ch7_main_20240709140000_20240709143000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709140000_20240709143000.mp4,1028.0,n884a6_ch7_main_20240709140000_20240709143000.mp4,unknown,1028.0,21.0,False,True,ok
558,1,4,2024-07-09,14:17:10,14:17:18,8,ear,5684,5683,initiator,middle,True,7,N884A6_ch7_main_20240709140000_20240709143000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709140000_20240709143000.mp4,1030.0,n884a6_ch7_main_20240709140000_20240709143000.mp4,unknown,1030.0,8.0,False,True,ok
559,1,4,2024-07-09,14:17:35,14:17:46,11,ear,5682,5681,initiator,middle,True,7,N884A6_ch7_main_20240709140000_20240709143000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709140000_20240709143000.mp4,1055.0,n884a6_ch7_main_20240709140000_20240709143000.mp4,unknown,1055.0,11.0,False,True,ok
560,1,4,2024-07-09,14:17:58,14:18:04,6,ear,5682,5681,receiver,middle,True,7,N884A6_ch7_main_20240709140000_20240709143000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709140000_20240709143000.mp4,1078.0,n884a6_ch7_main_20240709140000_20240709143000.mp4,unknown,1078.0,6.0,False,True,ok
561,1,4,2024-07-09,14:17:59,14:18:02,3,ear,5681,5680,initiator,middle,True,7,N884A6_ch7_main_20240709140000_20240709143000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709140000_20240709143000.mp4,1079.0,n884a6_ch7_main_20240709140000_20240709143000.mp4,unknown,1079.0,3.0,False,True,ok
562,1,4,2024-07-09,14:18:08,14:18:31,23,ear,5682,5681,receiver,middle,True,7,N884A6_ch7_main_20240709140000_20240709143000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709140000_20240709143000.mp4,1088.0,n884a6_ch7_main_20240709140000_20240709143000.mp4,unknown,1088.0,23.0,False,True,ok
563,1,4,2024-07-09,14:18:09,14:18:14,5,ear,5681,5680,initiator,middle,True,7,N884A6_ch7_main_20240709140000_20240709143000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709140000_20240709143000.mp4,1089.0,n884a6_ch7_main_20240709140000_20240709143000.mp4,unknown,1089.0,5.0,False,True,ok
564,1,4,2024-07-09,14:18:33,14:18:34,1,ear,5682,5681,receiver,middle,True,7,N884A6_ch7_main_20240709140000_20240709143000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709140000_20240709143000.mp4,1113.0,n884a6_ch7_main_20240709140000_20240709143000.mp4,unknown,1113.0,1.0,False,True,ok
